VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
8_2019_10_08,0,8/10/2019 20:31,50.0,41.5,105.0,1725.3,65.0,-60.99,125.0,51.66,1.25,49.86,8959.79,46.91,53.0,64.92,61.88,49.93,109.8,1597.28,44.41,31.77,80,1776.26,0,68.47,0.93,125.03,66.65,82.82,77,-67.19,1
8_2019_10_08,0,8/10/2019 20:34,50.0,41.5,105.0,1725.3,65.0,-57.87,125.0,49.86,1.25,49.86,8920.88,56.97,53.0,64.15,61.88,49.26,110.12,1558.37,44.41,30.45,80,1512.97,0,67.02,1.23,125.03,66.65,82.75,79,-63.3,1
8_2019_10_08,0,8/10/2019 20:37,50.0,41.5,105.0,1725.3,65.0,-57.83,125.0,49.81,1.25,48.06,8953.31,56.91,53.77,64.92,61.88,47.91,110.83,1571.34,44.67,29.98,80,1481.19,0,67.02,1.23,125.03,72.45,83.02,79,-60.84,1
8_2019_10_08,0,8/10/2019 20:44,50.0,41.5,105.0,1725.3,65.0,-63.86,125.0,50.5,1.25,49.49,8914.4,56.94,53.77,64.92,61.88,50.01,110.12,1629.05,44.38,30.89,80,1500.65,0,63.61,1.23,125.03,72.51,82.89,81,-62.94,1
8_2019_10_08,0,8/10/2019 20:47,50.0,41.5,105.0,1725.3,65.0,-65.14,125.0,50.19,1.25,50.45,8920.88,57.13,52.74,64.92,61.88,50.53,109.8,1597.28,44.9,31.73,80,1436.45,0,63.61,1.23,125.03,72.51,82.68,81,-63.65,1
8_2019_10_08,0,8/10/2019 20:51,50.0,41.5,105.0,1725.3,65.0,-65.14,120.0,50.27,1.25,50.45,8927.37,57.45,52.74,64.15,61.88,50.16,109.44,1577.82,43.9,32.3,80,1398.18,0,63.61,1.23,125.03,71.39,82.57,81,-64.01,1
8_2019_10_08,0,8/10/2019 20:52,50.0,41.5,105.0,1725.3,65.0,-64.08,120.0,50.28,1.25,50.45,8927.37,56.94,52.74,64.15,61.88,49.93,109.8,1603.76,44.32,31.6,80,2590.14,0,63.61,1.23,119.58,71.39,82.58,81,-63.65,1
8_2019_10_08,0,8/10/2019 21:04,50.0,41.5,105.0,1725.3,65.0,-56.9,120.0,50.77,1.25,51.05,8959.79,57.2,53.55,65.18,61.88,51.05,110.12,1512.97,44.7,31.26,80,1898.18,0,65.86,1.23,119.91,71.39,82.53,82,-58.7,1
8_2019_10_08,0,8/10/2019 21:15,50.0,41.5,105.0,1725.3,65.0,-54.11,120.0,51.08,1.25,51.05,8927.37,56.91,53.26,64.66,62.2,50.01,110.12,1449.42,44.12,32.03,80,2385.21,0,65.86,1.23,119.91,71.39,82.63,84,-55.17,1
8_2019_10_08,0,8/10/2019 21:30,50.0,41.5,105.0,1725.3,65.0,-48.22,120.0,51.43,1.25,51.65,8927.37,56.97,53.29,64.92,62.2,51.28,110.12,1725.03,46.47,29.51,80,1866.41,0,65.86,1.23,119.91,77.09,82.27,87,-49.53,1
8_2019_10_08,0,8/10/2019 21:32,50.0,41.5,105.0,1725.3,65.0,-49.28,120.0,51.55,1.25,51.65,8940.34,56.01,53.29,64.92,62.2,50.98,109.44,1706.23,46.82,29.54,80,2577.82,0,64.77,1.23,119.91,77.09,82.32,86,-49.53,1
8_2019_10_08,0,8/10/2019 21:39,50.0,41.5,105.0,1725.3,65.0,-61.09,120.0,51.55,1.25,51.35,8933.85,54.99,53.26,65.43,62.2,51.5,109.44,1712.71,45.99,31.13,80,2045.4,0,62.24,1.23,119.91,76.04,82.35,85,-56.24,1
8_2019_10_08,0,8/10/2019 21:42,50.0,41.5,105.0,1725.3,65.0,-64.22,120.0,51.59,1.25,51.35,8901.43,57.04,53.26,65.43,62.2,52.09,110.12,1731.52,46.11,32.77,80,1917.64,0,63.61,1.23,119.91,76.04,82.2,83,-60.12,1
8_2019_10_08,0,8/10/2019 21:47,50.0,41.5,105.0,1725.3,65.0,-64.27,120.0,51.29,1.25,51.35,8927.37,55.21,53.0,64.63,62.2,52.25,110.12,1680.29,45.79,33.99,80,2487.68,0,63.61,1.23,119.91,72.55,82.07,82,-61.91,1
8_2019_10_08,0,8/10/2019 21:52,50.0,41.5,105.0,1725.3,65.0,-59.81,120.0,51.53,1.25,52.02,8927.37,56.94,53.77,65.43,62.2,50.98,109.44,1686.77,45.63,33.41,80,2769.78,0,66.8,1.23,119.91,72.55,82.21,82,-60.84,1
8_2019_10_08,0,8/10/2019 21:55,50.0,41.5,105.0,1725.3,65.0,-55.92,120.0,51.42,1.25,52.02,8914.4,56.91,53.77,65.43,62.2,50.53,109.8,1610.25,46.11,32.24,80,1564.85,0,66.8,1.23,119.91,73.35,82.41,82,-58.34,1
8_2019_10_08,0,8/10/2019 21:55,50.0,41.5,105.0,1725.3,67.0,-59.81,120.0,51.42,1.25,52.02,8914.4,56.91,53.77,65.43,62.2,50.53,109.8,1610.25,46.11,32.24,80,1564.85,0,66.8,1.23,119.91,73.35,82.41,82,-58.34,1
8_2019_10_08,0,8/10/2019 21:55,50.0,41.5,105.0,1725.3,67.0,-56.8,120.0,51.42,1.25,52.02,8940.34,56.91,53.77,65.43,62.2,50.53,109.8,1610.25,46.11,33.38,80,1564.85,0,66.8,1.23,119.91,73.35,82.41,82,-58.34,1
8_2019_10_08,0,8/10/2019 22:02,50.0,41.5,105.0,1725.3,67.0,-59.35,120.0,51.64,1.25,50.45,8966.28,56.91,52.74,64.44,62.2,51.05,109.09,1564.85,44.86,32.81,80,2013.62,0,66.51,1.23,119.91,74.12,82.45,83,-59.05,1
8_2019_10_08,0,8/10/2019 22:16,50.0,41.5,105.0,1725.3,67.0,-61.41,120.0,52.23,1.25,49.56,8979.25,56.78,53.77,64.44,62.2,49.78,110.12,1654.99,45.73,33.18,80,1603.76,0,66.51,1.23,119.91,74.12,82.77,82,-60.48,1
8_2019_10_08,0,8/10/2019 22:27,50.0,41.5,105.0,1725.3,67.0,-67.03,120.0,52.12,1.25,50.76,8940.34,49.19,52.49,64.15,62.2,50.45,108.73,1693.26,45.73,33.82,80,1610.25,0,66.37,1.23,119.91,72.51,82.44,80,-65.4,1
8_2019_10_08,0,8/10/2019 22:41,50.0,41.5,105.0,1725.3,67.0,-68.06,120.0,52.99,1.25,48.36,8940.34,57.1,53.51,64.15,62.2,49.78,110.12,1769.78,46.66,33.14,80,1725.03,0,66.88,1.23,119.91,70.69,82.83,79,-67.19,1
8_2019_10_08,0,8/10/2019 22:43,50.0,41.5,105.0,1725.3,67.0,-69.32,120.0,53.19,1.25,48.36,8927.37,46.62,53.51,64.15,62.2,50.01,110.12,1795.72,46.14,33.11,80,1795.72,0,66.0,1.23,119.91,70.69,82.77,78,-68.22,1
8_2019_10_08,0,8/10/2019 22:43,50.0,41.5,105.0,1725.3,69.0,-69.32,120.0,53.19,1.25,48.36,8927.37,46.62,53.51,64.15,62.2,50.01,110.12,1795.72,46.14,33.11,80,1795.72,0,66.0,1.23,119.91,70.69,82.77,78,-68.22,1
8_2019_10_08,0,8/10/2019 22:43,50.0,41.5,105.0,1725.3,67.0,-70.21,120.0,53.19,1.25,48.36,8927.37,46.62,53.51,64.15,62.2,50.01,110.12,1795.72,46.14,33.11,80,1795.72,0,66.0,1.23,119.91,70.69,82.77,78,-68.22,1
8_2019_10_08,0,8/10/2019 22:47,50.0,41.5,105.0,1725.3,69.0,-77.54,120.0,52.65,1.25,50.16,8927.37,56.69,53.0,64.15,62.2,49.26,110.83,1699.74,45.18,37.45,80,1404.67,0,66.0,1.23,119.91,69.63,82.69,77,-72.11,1
8_2019_10_08,0,8/10/2019 22:49,50.0,41.5,105.0,1725.3,69.0,-79.1,120.0,53.05,1.25,48.06,8946.82,56.72,53.0,64.15,62.2,47.98,110.12,1673.8,44.22,38.7,80,3012.97,0,67.16,1.23,119.91,69.63,82.86,76,-74.57,1
8_2019_10_08,0,8/10/2019 22:50,50.0,41.5,115.0,1725.3,69.0,-79.1,120.0,52.96,1.25,48.06,8959.79,56.72,53.0,64.15,62.2,47.61,109.09,1718.55,42.81,41.72,80,2789.23,0,67.16,1.23,119.91,66.72,82.99,76,-75.64,1
8_2019_10_08,0,8/10/2019 22:52,50.0,41.5,115.0,1725.3,69.0,-78.3,120.0,53.16,1.25,48.06,8959.79,56.97,53.0,64.15,62.2,47.31,115.76,1706.23,46.37,39.54,80,1654.99,0,67.16,1.23,119.91,66.72,83.23,75,-75.64,1
8_2019_10_08,0,8/10/2019 23:01,50.0,41.5,115.0,1725.3,69.0,-72.09,120.0,53.34,1.25,47.76,8953.31,55.56,53.0,64.15,62.2,49.86,114.36,1667.32,45.73,35.84,80,1199.74,0,70.07,1.23,119.91,66.72,82.88,75,-74.21,1
10_2019_10_09,2,9/10/2019 5:33,50.0,43.0,85.0,2897.65,65.0,-48.82,120.0,47.97,1.08,46.2,10125.81,47.3,50.63,67.48,67.71,46.04,85.12,2103.11,47.07,28.47,80,2154.34,0,61.37,1.25,119.91,75.14,45.88,82,-54.81,1
10_2019_10_09,2,9/10/2019 5:33,50.0,43.0,85.0,2897.65,65.0,-53.8,120.0,48.06,1.08,46.2,10138.78,57.07,50.63,67.48,67.71,46.12,84.76,2116.08,47.07,28.77,80,3077.17,0,61.37,1.25,119.91,75.14,46.3,82,-55.52,1
10_2019_10_09,2,9/10/2019 5:34,50.0,43.0,95.0,2897.65,65.0,-53.8,120.0,48.64,1.08,46.2,10113.49,57.07,50.63,67.48,67.71,46.35,85.12,2179.64,47.07,28.37,80,2205.58,0,61.37,1.25,119.91,75.14,47.33,82,-56.24,1
10_2019_10_09,2,9/10/2019 5:36,50.0,43.0,95.0,2897.65,65.0,-70.14,120.0,48.86,1.08,46.2,10138.78,48.29,49.09,67.48,67.71,46.58,96.03,2212.06,50.98,29.17,80,3398.18,0,56.79,1.25,119.91,74.09,52.38,81,-62.58,1
10_2019_10_09,2,9/10/2019 5:38,50.0,43.0,95.0,2897.65,65.0,-79.9,120.0,49.19,1.08,46.2,10100.52,57.29,49.09,67.48,67.71,46.42,95.35,2243.84,50.06,29.71,80,2103.11,0,57.91,1.25,119.91,74.09,55.42,80,-68.93,1
10_2019_10_09,2,9/10/2019 5:58,50.0,43.0,95.0,2897.65,65.0,-79.22,120.0,52.48,1.08,48.05,10119.97,55.63,49.77,67.48,67.71,48.59,95.0,2199.09,48.67,30.52,80,2051.88,0,64.59,1.25,119.91,65.08,78.16,70,-78.81,1
10_2019_10_09,2,9/10/2019 6:01,50.0,43.0,100.0,2897.65,65.0,-79.22,120.0,52.74,1.08,48.05,10119.97,56.91,49.77,67.48,67.71,48.75,95.35,2192.61,49.0,30.59,80,2071.34,0,65.5,1.25,119.91,65.08,83.3,70,-78.81,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,65.0,-75.31,120.0,52.99,1.08,48.05,10119.97,56.91,49.77,67.48,67.71,49.67,100.28,2212.06,49.38,30.42,80,2090.14,0,65.5,1.25,119.91,65.08,83.4,71,-76.67,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,67.0,-75.31,120.0,52.99,1.08,48.05,10119.97,56.91,49.77,67.48,67.71,49.67,100.28,2212.06,49.38,30.32,80,2090.14,0,65.5,1.25,119.91,65.08,83.37,71,-77.39,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,65.0,-76.2,120.0,52.99,1.08,48.05,10119.97,56.91,49.77,67.48,67.71,49.67,100.28,2212.06,49.38,30.32,80,2090.14,0,65.5,1.25,119.91,65.08,83.37,71,-77.39,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,67.0,-76.58,120.0,53.42,1.08,48.05,10132.3,56.91,49.77,67.48,67.71,49.59,100.28,2179.64,49.38,30.32,80,2122.57,0,65.5,1.25,120.23,65.08,83.36,71,-77.39,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,69.0,-76.58,120.0,53.42,1.08,48.05,10138.78,56.91,49.77,67.48,67.71,49.59,100.28,2192.61,49.38,30.32,80,3083.66,0,65.5,1.25,120.23,65.08,83.36,71,-77.39,1
10_2019_10_09,2,9/10/2019 6:09,50.0,43.0,100.0,2897.65,67.0,-77.48,120.0,53.42,1.08,48.05,10138.78,56.91,49.77,67.48,67.71,49.59,100.28,2192.61,49.38,30.32,80,3083.66,0,65.5,1.25,120.23,65.08,83.36,71,-77.39,1
10_2019_10_09,2,9/10/2019 6:10,50.0,43.0,100.0,2897.65,69.0,-79.87,120.0,53.63,1.08,48.05,10145.27,47.97,49.77,67.48,67.71,49.98,99.56,2179.64,49.06,31.03,80,2058.37,0,65.5,1.25,119.58,65.08,83.32,70,-78.1,1
10_2019_10_09,2,9/10/2019 6:43,50.0,43.0,100.0,2897.65,69.0,-79.38,120.0,57.05,1.08,52.07,10119.97,55.76,50.54,67.48,67.71,51.77,99.92,2186.12,49.45,32.94,80,2109.6,0,69.25,1.25,120.23,63.51,82.7,70,-79.85,1
10_2019_10_09,2,9/10/2019 6:53,50.0,43.0,100.0,2897.65,69.0,-77.58,120.0,58.04,1.08,52.07,10151.75,57.1,50.54,67.48,67.71,51.69,99.21,2212.06,49.6,32.24,80,3468.22,0,69.25,1.25,119.58,63.89,82.7,71,-78.46,1
10_2019_10_09,2,9/10/2019 7:09,50.0,43.0,100.0,2897.65,69.0,-78.45,120.0,60.3,1.08,51.84,10151.75,56.88,48.26,67.48,67.71,51.99,101.35,2186.12,49.41,32.91,80,2103.11,0,69.25,1.25,119.91,63.89,82.59,71,-78.46,1
10_2019_10_09,2,9/10/2019 7:20,50.0,43.0,100.0,2897.65,69.0,-77.82,120.0,61.99,1.08,51.84,10107.0,46.21,48.26,63.54,63.7,52.23,99.92,2212.06,49.51,33.24,80,3225.03,0,69.25,1.25,119.91,63.89,82.63,71,-78.1,1
10_2019_10_09,2,9/10/2019 7:20,50.0,43.0,100.0,2897.65,69.0,-78.66,120.0,61.99,1.08,51.84,10107.0,46.21,48.26,63.54,63.7,52.15,99.92,2212.06,49.51,33.24,80,3225.03,0,69.25,1.25,119.91,63.89,82.63,71,-78.1,1
10_2019_10_09,2,9/10/2019 7:20,50.0,43.0,100.0,2897.65,71.0,-77.82,120.0,61.99,1.08,51.84,10107.0,46.21,48.26,63.54,63.7,52.15,99.92,2212.06,49.51,33.24,80,3225.03,0,69.25,1.25,119.91,63.89,82.63,71,-78.1,1
10_2019_10_09,2,9/10/2019 7:21,50.0,43.0,100.0,2897.65,71.0,-79.97,120.0,61.67,1.08,51.84,10119.97,56.85,48.26,63.54,63.7,52.15,99.56,2038.91,49.0,32.97,80,1974.71,0,69.25,1.25,119.91,63.64,82.62,71,-78.81,1
14_2019_10_09,2,9/10/2019 15:05,50.0,43.0,100.0,2897.65,71.0,-57.22,120.0,56.0,1.3,60.65,10100.52,46.24,48.97,65.53,63.19,60.96,99.56,2038.91,49.73,32.41,80,2167.32,0,70.82,1.22,119.91,73.64,80.31,82,-60.48,1
14_2019_10_09,2,9/10/2019 15:30,50.0,43.0,100.0,2897.65,71.0,-65.35,120.0,47.57,1.3,60.65,10125.81,47.49,48.97,65.53,62.71,61.35,99.92,2128.4,50.63,31.77,80,3346.95,0,70.82,1.22,119.91,73.64,80.21,80,-64.37,1
14_2019_10_09,2,9/10/2019 15:47,50.0,43.0,100.0,2897.65,71.0,-66.89,120.0,50.17,1.3,60.96,10087.55,54.99,48.97,65.53,62.71,60.73,99.56,2173.8,51.17,32.17,80,2276.26,0,70.82,1.22,119.91,73.64,80.29,79,-66.47,1
14_2019_10_09,2,9/10/2019 16:11,50.0,43.0,100.0,2897.65,71.0,-75.35,120.0,53.15,1.3,60.96,10100.52,56.97,45.86,65.53,62.71,59.95,99.92,2372.24,52.33,32.17,80,2442.93,0,70.82,1.22,119.91,69.76,80.52,75,-74.21,1
14_2019_10_09,2,9/10/2019 16:35,50.0,43.0,100.0,2897.65,71.0,-80.0,120.0,56.48,1.3,60.96,10145.27,47.65,45.86,65.53,62.71,59.49,99.56,2526.59,52.65,32.44,80,3826.85,0,70.82,1.22,119.91,66.01,80.65,71,-78.81,1
15_2019_10_09,2,9/10/2019 16:38,50.0,43.0,100.0,2897.65,71.0,-80.0,120.0,56.74,1.3,60.96,10145.27,46.53,45.86,65.53,62.71,59.41,99.56,2538.91,52.84,32.07,80,2564.85,0,70.82,1.22,119.91,66.01,80.66,70,-79.13,1
14_2019_10_09,2,9/10/2019 16:55,50.0,43.0,100.0,2897.65,71.0,-80.0,125.0,58.61,1.3,60.96,10158.24,56.78,45.86,65.53,62.71,58.87,99.56,2603.11,53.74,30.92,80,2647.86,0,70.45,1.22,119.91,63.13,80.78,69,-80.2,1
14_2019_10_09,2,9/10/2019 17:07,50.0,43.0,100.0,2897.65,71.0,-79.49,125.0,60.42,1.3,60.96,10107.0,47.43,45.86,65.53,62.71,58.56,100.28,2096.63,47.52,32.5,80,3961.74,0,70.45,1.22,124.71,63.13,80.86,70,-79.85,1
14_2019_10_09,2,9/10/2019 17:10,50.0,43.0,100.0,2897.65,71.0,-79.49,120.0,60.71,1.3,60.96,10125.81,56.62,45.86,65.53,62.71,58.64,100.28,2103.11,48.39,31.73,80,3948.77,0,73.15,1.22,125.03,63.41,80.89,70,-78.81,1
14_2019_10_09,2,9/10/2019 17:13,50.0,43.0,100.0,2897.65,71.0,-70.69,120.0,61.13,1.3,60.96,10132.3,54.67,45.86,65.53,62.71,58.79,99.92,2103.11,49.32,31.13,80,3910.51,0,73.15,1.22,120.23,63.41,80.88,71,-75.64,1
14_2019_10_09,2,9/10/2019 17:15,50.0,43.0,100.0,2897.65,71.0,-69.66,120.0,61.83,1.3,58.87,10151.75,56.52,45.86,65.53,62.71,58.87,100.28,2083.66,49.32,30.49,80,3852.79,0,72.55,1.22,119.91,63.41,80.84,72,-73.86,1
14_2019_10_09,2,9/10/2019 17:19,50.0,43.0,100.0,2897.65,71.0,-69.66,125.0,62.16,1.3,58.87,10125.81,46.66,45.86,65.53,62.71,59.41,101.35,2109.6,49.32,30.62,80,2077.17,0,72.55,1.22,119.91,66.07,80.76,74,-72.46,1
14_2019_10_09,2,9/10/2019 17:20,50.0,43.0,100.0,2897.65,71.0,-71.44,125.0,62.64,1.3,58.87,10100.52,55.08,45.86,62.68,62.71,59.49,100.63,2096.63,49.32,30.05,80,3577.17,0,70.15,1.22,126.01,66.07,80.74,74,-72.46,1
14_2019_10_09,2,9/10/2019 17:25,50.0,43.0,100.0,2897.65,71.0,-73.46,125.0,63.55,1.3,58.87,10107.0,56.56,45.28,62.68,62.71,60.58,99.92,2109.6,49.32,30.45,80,3455.9,0,70.15,1.22,125.03,66.07,80.54,74,-72.82,1
15_2019_10_09,2,9/10/2019 17:31,50.0,43.0,100.0,2897.65,71.0,-72.15,125.0,63.67,1.3,58.87,10145.27,56.65,45.28,62.68,62.71,61.12,99.56,2077.17,49.32,30.79,80,3455.9,0,71.65,1.22,125.03,66.07,80.29,75,-72.46,1
15_2019_10_09,2,9/10/2019 17:45,50.0,43.0,100.0,2897.65,71.0,-65.71,125.0,66.41,1.3,61.35,10138.78,56.88,45.28,62.68,62.71,61.5,99.92,2038.91,49.32,29.75,80,3468.22,0,71.65,1.22,125.03,66.84,80.14,77,-67.19,1
15_2019_10_09,2,9/10/2019 18:02,50.0,43.0,100.0,2897.65,71.0,-60.56,125.0,68.2,1.3,61.35,10125.81,56.75,45.28,63.22,62.71,61.82,99.56,1891.7,47.78,29.27,80,1911.15,0,71.65,1.22,125.03,71.33,80.09,80,-62.23,1
15_2019_10_09,2,9/10/2019 18:10,50.0,43.0,100.0,2897.65,71.0,-56.44,125.0,69.19,1.3,61.35,10125.81,50.28,45.28,63.22,62.71,61.89,99.92,1904.67,47.78,29.11,80,3365.76,0,71.87,1.22,125.03,71.33,80.09,82,-57.98,1
15_2019_10_09,2,9/10/2019 18:12,50.0,43.0,100.0,2897.65,71.0,-56.03,125.0,69.41,1.3,61.35,10171.21,56.72,45.28,63.22,62.71,61.96,99.92,1891.7,47.78,29.27,80,1936.45,0,71.87,1.22,125.03,71.33,80.1,82,-57.98,1
15_2019_10_09,2,9/10/2019 18:12,50.0,43.0,100.0,2897.65,71.0,-56.91,125.0,69.41,1.3,61.35,10171.21,56.72,45.28,63.22,62.71,61.82,99.92,1891.7,47.78,29.27,80,1936.45,0,71.87,1.22,125.03,71.33,80.1,82,-57.98,1
15_2019_10_09,2,9/10/2019 18:12,50.0,43.0,100.0,2897.65,73.0,-56.03,125.0,69.41,1.3,61.35,10171.21,56.72,45.28,63.22,62.71,61.82,99.92,1891.7,47.78,29.27,80,1936.45,0,71.87,1.22,125.03,71.33,80.1,82,-57.98,1
15_2019_10_09,2,9/10/2019 18:18,50.0,43.0,100.0,2897.65,73.0,-64.52,125.0,68.44,1.3,61.35,10107.0,46.53,45.28,63.22,62.71,62.2,99.56,1962.39,49.25,29.44,80,1955.9,0,71.65,1.22,125.03,73.67,80.04,82,-61.91,1
15_2019_10_09,2,9/10/2019 18:21,50.0,43.0,100.0,2897.65,73.0,-65.56,125.0,67.22,1.3,61.35,10119.97,56.75,45.28,63.22,62.71,62.12,100.28,1974.71,48.61,29.14,80,3410.51,0,71.65,1.22,125.03,73.67,80.0,81,-63.3,1
15_2019_10_09,2,9/10/2019 18:26,50.0,43.0,100.0,2897.65,74.0,-65.56,125.0,65.45,1.3,61.35,10125.81,56.94,45.28,63.22,62.71,62.2,99.92,1981.19,48.77,29.47,80,1987.68,0,71.65,1.22,125.03,71.59,79.98,80,-64.01,1
15_2019_10_09,2,9/10/2019 18:26,50.0,43.0,100.0,2897.65,73.0,-64.82,125.0,65.45,1.3,61.35,10125.81,56.94,45.28,63.22,62.71,62.2,99.92,1981.19,48.77,29.47,80,1987.68,0,71.65,1.22,125.03,71.59,79.98,80,-64.01,1
15_2019_10_09,2,9/10/2019 18:30,50.0,43.0,100.0,2897.65,74.0,-65.69,125.0,63.19,1.3,61.35,10125.81,56.91,45.28,63.22,62.71,62.28,100.99,1962.39,48.77,29.71,80,1974.71,0,73.75,1.22,125.03,71.59,79.97,80,-64.72,1
15_2019_10_09,2,9/10/2019 18:30,50.0,43.0,100.0,2897.65,75.0,-64.82,125.0,63.19,1.3,61.35,10125.81,56.91,45.28,63.22,62.71,62.28,100.99,1962.39,48.77,29.71,80,1974.71,0,73.75,1.22,125.03,71.59,79.97,80,-64.72,1
15_2019_10_09,2,9/10/2019 18:35,50.0,43.0,100.0,2897.65,75.0,-67.77,125.0,59.62,1.3,61.35,10158.24,51.91,45.28,63.22,62.71,62.36,100.28,1987.68,48.55,29.54,80,1974.71,0,73.75,1.22,125.03,70.56,79.93,79,-66.47,1
15_2019_10_09,2,9/10/2019 18:46,50.0,43.0,100.0,2897.65,75.0,-64.98,125.0,53.81,1.3,61.35,10145.27,55.05,45.28,63.22,62.71,62.43,100.28,1942.93,48.74,29.58,80,1974.71,0,75.55,1.22,125.03,70.56,79.93,79,-66.12,1
15_2019_10_09,2,9/10/2019 18:57,50.0,43.0,100.0,2897.65,75.0,-62.94,125.0,47.57,1.3,62.58,10138.78,48.29,45.28,63.22,62.71,62.36,99.92,1936.45,48.74,29.54,80,3468.22,0,75.55,1.22,125.03,70.56,79.89,80,-63.3,1
15_2019_10_09,2,9/10/2019 19:01,50.0,43.0,100.0,2897.65,75.0,-62.66,125.0,48.39,1.3,62.58,10138.78,57.36,45.28,63.22,62.71,62.43,99.92,1789.23,46.62,29.44,80,1725.03,0,75.55,1.22,125.03,70.56,79.92,80,-62.94,1
15_2019_10_09,2,9/10/2019 19:01,50.0,43.0,100.0,2897.65,78.0,-62.66,125.0,48.39,1.3,62.58,10138.78,57.36,45.28,63.22,62.71,62.43,99.92,1776.26,46.62,29.44,80,1725.03,0,75.55,1.22,125.03,70.56,79.92,80,-62.94,1
15_2019_10_09,2,9/10/2019 19:01,50.0,43.0,100.0,2897.65,75.0,-64.03,125.0,48.39,1.3,62.58,10138.78,57.36,45.28,63.22,62.71,62.43,99.92,1776.26,46.62,29.44,80,1725.03,0,75.55,1.22,125.03,70.56,79.92,80,-62.94,1
15_2019_10_09,2,9/10/2019 19:04,50.0,43.0,100.0,2897.65,78.0,-68.27,125.0,49.28,1.3,62.58,10113.49,57.23,45.28,63.22,62.71,62.43,99.92,1833.98,46.85,29.71,80,1776.26,0,75.55,1.22,125.03,71.39,79.91,80,-65.76,1
15_2019_10_09,2,9/10/2019 19:08,50.0,43.0,100.0,2897.65,78.0,-70.05,125.0,49.66,1.3,62.58,10151.75,57.32,45.28,63.22,62.71,62.36,99.56,1833.98,46.78,30.59,80,3385.21,0,75.55,1.22,125.03,71.39,79.94,79,-67.86,1
16_2019_10_09,2,9/10/2019 19:13,50.0,43.0,100.0,2897.65,78.0,-70.05,125.0,50.85,1.33,62.58,10125.81,46.18,45.28,63.22,62.71,62.5,100.28,1878.73,46.78,29.92,80,3391.7,0,77.95,1.22,125.03,69.6,79.91,78,-68.58,1
15_2019_10_09,2,9/10/2019 19:25,50.0,43.0,100.0,2897.65,78.0,-68.0,125.0,52.37,1.33,62.58,10151.75,50.21,45.28,63.22,62.71,62.82,99.92,1878.73,47.23,29.51,80,3353.44,0,77.95,1.25,125.03,69.6,79.85,78,-67.86,1
15_2019_10_09,2,9/10/2019 19:49,50.0,43.0,100.0,2897.65,78.0,-66.21,125.0,56.14,1.33,62.58,10125.81,46.5,45.28,63.22,62.71,63.05,100.99,1904.67,47.65,29.44,80,1872.24,0,77.95,1.25,125.03,69.6,79.78,79,-66.83,1
16_2019_10_09,2,9/10/2019 20:36,50.0,43.0,100.0,2897.65,78.0,-59.3,125.0,62.66,1.33,62.58,10151.75,50.34,45.28,63.22,62.71,63.59,99.21,1776.26,47.52,29.41,80,3494.16,0,77.95,1.25,125.36,70.65,79.67,82,-59.77,1
16_2019_10_09,2,9/10/2019 20:53,50.0,43.0,100.0,2897.65,78.0,-53.61,125.0,65.43,1.33,63.82,10164.72,52.17,45.28,64.34,61.94,64.21,99.92,1725.03,46.66,28.67,80,3410.51,0,78.33,1.25,125.03,74.28,79.5,84,-54.81,1
16_2019_10_09,2,9/10/2019 20:58,50.0,43.0,100.0,2897.65,78.0,-53.69,125.0,66.96,1.33,63.82,10119.97,57.04,45.28,64.34,61.94,64.36,99.21,1610.25,46.11,28.91,80,3468.22,0,78.33,1.25,125.03,74.28,79.45,85,-53.74,1
16_2019_10_09,2,9/10/2019 20:58,50.0,43.0,100.0,2897.65,79.0,-53.61,125.0,66.96,1.33,63.82,10119.97,57.04,45.28,64.34,61.94,64.36,99.21,1610.25,46.11,28.91,80,3468.22,0,78.33,1.25,125.03,74.28,79.45,85,-53.74,1
16_2019_10_09,2,9/10/2019 21:02,50.0,43.0,100.0,2897.65,79.0,-53.72,125.0,67.62,1.33,63.82,10164.72,56.33,45.28,64.34,61.94,64.59,100.28,1577.82,45.44,28.43,80,1590.79,0,78.63,1.25,125.03,74.28,79.4,85,-54.1,1
