Part,FFTE Feed solids SP,TFE Motor speed,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Out flow PV,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.6632653061224489,0.24,0.8872180451127819,0.3073852295409182,1.0,0.7632887611890815,0.4643745000710633,0.5835501300780469,0.5127715795654726,0.6886360826017065,0.8684575389948007,0.7546607832322118,0.3693226433028888,0.11109822227703368,0.9859468889319636,0.5207123499806428,0.11940080637448595,0.78214882167378,0.6941176470588235,0.7116727832366521,0.6513554216867471,0.2955699940933255,0.38888888888888895,0.12983862461765638,1
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.6632653061224489,0.16666666666666674,0.8872180451127819,0.29461077844311373,1.0,0.7632887611890815,0.4646893128108412,0.5748449069441666,0.5127715795654726,0.6886360826017065,0.8684575389948007,0.7546607832322118,0.3707277761705997,0.1083661286324635,0.9695677456871487,0.6608594657375146,0.064923269144403,0.7584585884827117,0.6941176470588235,0.7116727832366521,0.6573795180722891,0.29545186060248085,0.37037037037037035,0.1188693175825336,1
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.5918367346938775,0.16666666666666674,0.8872180451127819,0.2872920825016633,1.0,0.7632887611890815,0.4646893128108412,0.4735841504902942,0.5127715795654726,0.6886360826017065,0.8684575389948007,0.7538885824600111,0.3685994131503906,0.10876174800267165,0.8692576080635781,0.722544844496064,0.10006862404593282,0.7494278468485186,0.6941176470588235,0.7116727832366521,0.6573795180722891,0.2940342587123449,0.38888888888888895,0.11517772386879022,1
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.5918367346938775,0.31018518518518534,0.8872180451127819,0.27052561543579506,1.0,0.7632887611890815,0.46591606384150125,0.47518511106664,0.5127715795654726,0.6886360826017065,0.8684575389948007,0.7546607832322118,0.3671116254081085,0.11034605705466263,0.5080441946113587,0.6852497096399536,0.11762340443500376,0.7548710335869364,0.6941176470588235,0.7116727832366521,0.6573795180722891,0.2999409332545777,0.40740740740740733,0.1448159476848434,1
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.5918367346938775,0.5896296296296297,0.8872180451127819,0.23685961410512307,1.0,0.7632887611890815,0.4640601724048443,0.5848509105463279,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7530060672917815,0.3685994131503906,0.1122856909113776,0.6328745880984686,0.6200800103239128,0.08933318344544165,0.7642110471949033,0.6941176470588235,0.7116727832366521,0.6773343373493975,0.3030124040165386,0.44444444444444453,0.2340470414513237,1
1,50.0,3,0.0,0.09523809523809525,0.5375748062395762,0.5918367346938775,0.8205555555555556,0.8872180451127819,0.21024617431803058,1.0,0.7632887611890815,0.46591606384150125,0.46617970782469487,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7530060672917815,0.3693226433028888,0.11382970539788441,0.8720682302771855,0.5705252290618145,0.14558756333182887,0.7660048246427908,0.6941176470588235,0.7116727832366521,0.6773343373493975,0.3124630832841111,0.4999999999999999,0.35323278135217806,1
1,50.0,3,0.0,0.08333333333333334,0.5375748062395762,0.5918367346938775,0.8205555555555556,0.8872180451127819,0.20838323353293411,1.0,0.7632887611890815,0.47183008067258364,0.5835501300780469,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7530060672917815,0.3693226433028888,0.11382970539788441,0.8589842992828066,0.5692347399664474,0.14558756333182887,0.7660048246427908,0.6941176470588235,0.7116727832366521,0.6773343373493975,0.3122268163024218,0.5370370370370371,0.3645185107056218,1
1,50.0,3,0.0,0.08333333333333334,0.5375748062395762,0.5918367346938775,0.8720370370370372,0.8872180451127819,0.20745176314038588,1.0,0.7632887611890815,0.4774608145452217,0.5002001200720433,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7522338665195808,0.35252304004628676,0.11422593529181202,0.5536925760806358,0.5627822944896116,0.13340078288459248,0.7535102369023319,0.6941176470588235,0.7116727832366521,0.8461972891566264,0.31541642055522745,0.5555555555555555,0.38677354709418843,1
1,50.0,3,0.0,0.08333333333333334,0.5375748062395762,0.5918367346938775,0.9242592592592592,0.8872180451127819,0.11217564870259482,1.0,0.745165211625594,0.48582881851118315,0.4626776065639384,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7430777716492002,0.3481836591312973,0.1259852326522738,0.5226788137235898,0.5405858820492967,0.1405825381724751,0.7373043854765882,0.6941176470588235,0.7097786196282704,0.9053087349397589,0.3800354400472534,0.6666666666666666,0.5056428646767219,1
1,50.0,3,0.0,0.08333333333333334,0.5375748062395762,0.5918367346938775,0.9411111111111111,0.8872180451127819,0.11217564870259482,1.0,0.745165211625594,0.48582881851118315,0.4626776065639384,0.5127715795654726,0.5998516137010016,0.8684575389948007,0.7430777716492002,0.3481836591312973,0.1259852326522738,0.5226788137235898,0.5405858820492967,0.1405825381724751,0.7373043854765882,0.6941176470588235,0.7097786196282704,0.9053087349397589,0.3800354400472534,0.6666666666666666,0.5056428646767219,1
