Part,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
2,3,43.0,85.0,3083.72,67.0,-45.0,120.0,20.5,1.3,60.58,10190.01,79.88,51.08,64.21,50.25,60.58,84.76,1186.77,41.43,24.06,3,4845.65,-12.69,1.23,119.91,79.85,16.55,84,-44.61,1
2,3,43.0,126.22,3083.72,67.0,-45.0,120.0,30.21,1.3,60.11,10209.47,80.05,51.08,64.21,50.25,60.42,84.44,1212.06,41.14,24.23,3,802.2,-12.69,1.23,119.91,79.85,13.06,84,-44.61,1
2,3,43.0,126.22,3083.72,64.0,-45.0,120.0,31.34,1.3,60.11,10215.95,58.26,54.22,64.6,51.43,61.2,126.74,1584.31,44.45,25.51,3,3160.18,-7.96,1.23,120.23,79.85,32.52,85,-44.96,1
2,3,43.0,126.22,3083.72,64.0,-45.48,120.0,31.08,1.3,60.11,10190.01,58.26,54.22,64.6,51.43,61.2,125.67,1584.31,44.45,25.51,3,3160.18,-7.96,1.23,120.23,79.85,32.52,85,-44.96,1
2,3,43.0,126.22,3083.72,64.0,-84.74,120.0,31.4,1.3,60.11,10183.53,46.62,54.22,64.6,54.51,61.42,125.67,1661.48,44.25,27.22,3,2904.02,-7.96,1.23,119.58,79.02,34.79,84,-58.34,1
2,3,43.0,126.22,3083.72,64.0,-88.88,120.0,31.03,1.3,60.11,10183.53,54.12,54.22,64.6,54.51,61.35,125.67,1667.32,46.3,27.76,3,2782.75,-7.96,1.23,119.58,79.02,35.24,84,-59.77,1
2,3,43.0,126.22,3083.72,64.0,-88.13,120.0,31.89,1.3,61.66,10196.5,46.98,57.8,69.98,60.82,67.06,126.38,2051.88,46.21,38.56,3,2494.16,62.34,1.23,119.91,70.53,44.35,72,-81.63,1
2,3,43.0,126.22,3083.72,64.0,-83.66,120.0,32.19,1.3,61.66,10228.28,46.18,57.8,69.98,62.87,67.68,126.38,2051.88,46.75,38.09,3,1827.5,62.34,1.23,120.23,67.23,44.01,72,-81.95,1
2,3,43.0,126.22,3083.72,64.0,-75.14,120.0,32.5,1.3,61.66,10183.53,50.21,57.8,72.03,62.87,68.61,126.38,2025.94,47.78,38.7,3,2526.59,69.1,1.23,120.23,67.23,43.73,72,-79.85,1
2,3,43.0,126.22,3083.72,64.0,-45.02,120.0,32.92,1.3,70.94,10202.98,55.82,57.29,72.03,62.87,70.54,126.03,2007.13,52.04,32.88,3,2276.26,73.6,1.23,120.23,68.57,43.02,77,-62.58,1
2,3,43.0,126.22,3083.72,64.0,-45.02,120.0,35.1,1.3,68.14,10183.53,46.75,53.77,70.94,63.93,66.83,126.74,2218.55,54.45,30.55,3,3699.09,71.5,1.24,119.91,76.97,67.05,91,-44.96,1
2,3,43.0,126.22,3083.72,64.0,-45.35,120.0,36.25,1.3,65.37,10171.21,56.91,52.3,68.67,63.93,65.45,126.74,2212.06,54.45,28.91,3,2795.07,63.99,1.24,119.91,76.97,79.22,90,-44.61,1
2,3,43.0,126.22,3083.72,64.0,-46.2,120.0,36.25,1.3,65.37,10222.44,56.91,52.3,68.67,63.93,65.45,126.74,2212.06,54.45,28.91,3,2795.07,63.99,1.24,119.91,76.97,79.22,90,-44.61,1
2,3,43.0,126.22,3083.72,66.0,-45.35,120.0,36.25,1.3,65.37,10222.44,56.91,52.3,68.67,63.93,65.45,126.74,2212.06,54.45,28.91,3,2795.07,63.99,1.24,119.91,76.97,79.22,90,-44.61,1
2,3,43.0,126.22,3083.72,66.0,-52.06,120.0,36.32,1.3,65.37,10183.53,57.8,52.78,69.44,63.93,65.29,126.38,2218.55,54.45,29.24,3,2795.07,63.99,1.24,119.91,77.32,79.23,89,-48.82,1
2,3,43.0,126.22,3083.72,66.0,-54.64,120.0,37.01,1.3,65.37,10215.95,47.33,52.78,69.44,63.93,65.13,126.74,2199.09,53.13,29.44,3,2821.01,65.2,1.24,119.91,77.32,79.28,89,-51.63,1
2,3,43.0,126.22,3083.72,66.0,-54.39,120.0,37.49,1.3,64.91,10209.47,47.87,52.78,69.44,63.93,64.51,125.67,2218.55,53.13,30.15,3,2865.76,66.1,1.24,119.91,75.91,79.4,86,-54.1,1
2,3,43.0,126.22,3083.72,66.0,-57.19,120.0,37.33,1.3,64.91,10222.44,49.83,51.82,67.96,63.93,65.13,125.31,2212.06,53.13,29.07,3,2916.99,66.1,1.24,119.91,75.91,79.27,86,-56.56,1
2,3,43.0,126.22,3083.72,66.0,-57.19,65.0,38.62,1.3,64.91,10215.95,48.04,52.07,67.48,63.93,64.98,126.38,1712.71,52.33,28.8,3,2833.98,65.87,1.24,119.91,75.91,79.36,85,-56.91,1
2,3,43.0,126.22,3083.72,66.0,-56.17,65.0,38.64,1.3,64.91,10177.04,57.49,51.82,67.48,63.93,65.05,126.74,1725.03,48.8,29.54,3,1872.24,66.47,1.24,50.68,74.98,79.35,85,-56.24,1
2,3,43.0,126.22,3083.72,66.0,-52.26,65.0,38.65,1.3,64.91,10209.47,48.32,51.82,67.48,63.93,65.05,126.38,1725.03,48.61,27.86,3,2859.27,67.67,1.24,64.79,74.98,79.3,85,-54.81,1
2,3,43.0,126.22,3083.72,66.0,-52.76,65.0,38.8,1.3,64.91,10215.95,57.74,51.82,67.48,63.93,64.98,126.38,1744.49,48.61,28.47,3,2782.75,67.67,1.24,65.11,74.98,79.32,85,-53.42,1
2,3,43.0,126.22,3083.72,66.0,-56.44,65.0,39.03,1.3,65.37,10171.21,55.6,51.82,67.48,63.93,65.29,126.03,1648.51,48.32,28.23,3,1878.73,64.67,1.24,65.11,74.98,79.28,85,-55.17,1
2,3,43.0,126.22,3083.72,66.0,-55.4,65.0,39.65,1.3,65.37,10177.04,57.65,51.82,68.0,63.93,65.98,126.38,1648.51,47.33,28.23,3,2526.59,65.5,1.24,65.11,74.98,79.2,85,-55.17,1
2,3,43.0,126.22,3083.72,66.0,-46.3,65.0,39.99,1.3,65.37,10171.21,57.68,53.61,70.05,63.93,68.38,126.38,1487.68,46.95,28.13,3,2167.32,67.07,1.24,65.11,74.34,78.61,87,-49.89,1
2,3,43.0,126.22,3083.72,66.0,-45.0,65.0,39.71,1.3,65.37,10202.98,57.68,53.61,70.05,63.93,68.46,126.03,1474.71,46.95,28.23,3,2167.32,67.07,1.24,65.11,74.34,78.55,87,-48.82,1
2,3,43.0,122.0,3083.72,66.0,-45.0,65.0,44.16,1.3,68.76,10177.04,55.76,53.36,70.75,63.93,71.55,126.03,1558.37,43.61,28.97,3,2333.33,73.9,1.24,65.11,75.11,77.78,90,-44.96,1
2,3,43.0,122.0,3083.72,66.0,-45.0,65.0,45.52,1.3,71.63,10215.95,57.36,53.48,71.52,63.93,70.7,122.5,1551.88,47.33,28.27,3,2641.37,71.87,1.24,65.11,74.72,77.87,90,-45.29,1
2,3,43.0,122.0,3083.72,70.0,-45.0,65.0,48.97,1.36,69.3,10177.04,46.21,52.62,70.14,62.93,69.0,122.14,1763.94,47.78,27.59,3,2789.23,66.4,1.24,65.11,74.72,78.31,89,-44.96,1
2,3,43.0,122.0,3083.72,66.0,-45.33,65.0,48.97,1.36,69.3,10177.04,46.21,52.62,70.14,62.93,69.0,122.14,1763.94,47.78,27.59,3,2789.23,66.4,1.24,65.11,74.72,78.31,89,-44.96,1
2,3,43.0,122.0,3083.72,70.0,-47.15,65.0,48.97,1.36,69.3,10171.21,46.21,52.62,70.14,62.93,69.0,122.14,1763.94,47.78,27.59,3,2789.23,66.4,1.24,65.11,74.72,78.31,89,-44.96,1
2,3,43.0,122.0,3083.72,70.0,-55.9,65.0,48.96,1.36,69.3,10183.53,45.79,52.62,70.14,62.93,69.0,121.43,1808.69,49.67,28.43,3,2750.32,66.1,1.24,65.11,75.21,78.34,88,-50.24,1
2,3,43.0,122.0,3083.72,70.0,-57.75,65.0,48.73,1.36,69.3,10190.01,57.23,52.62,70.14,62.93,69.07,121.43,1603.76,47.52,28.7,3,2750.32,66.1,1.24,65.11,75.21,78.32,87,-52.35,1
2,3,43.0,122.0,3083.72,70.0,-56.18,65.0,49.53,1.36,69.3,10177.04,57.13,52.62,70.14,62.93,69.0,122.85,1610.25,47.27,28.74,3,1763.94,68.8,1.24,65.11,74.05,78.32,86,-53.42,1
2,3,43.0,122.0,3083.72,70.0,-46.19,65.0,50.32,1.36,69.3,10241.25,47.55,52.62,70.14,62.93,68.92,122.14,1603.76,47.27,28.3,3,2827.5,71.5,1.24,65.11,74.05,78.35,87,-49.17,1
2,3,43.0,122.0,3083.72,70.0,-45.17,65.0,50.22,1.36,69.3,10222.44,48.48,52.62,70.14,62.93,68.84,122.5,1494.16,47.27,28.06,3,2814.53,70.98,1.24,65.11,74.05,78.36,87,-48.1,1
2,3,43.0,122.0,3083.72,70.0,-45.97,65.0,51.17,1.36,69.3,10215.95,48.23,52.26,69.89,62.93,68.68,122.14,1538.91,46.59,27.89,3,2891.7,69.4,1.24,65.11,74.05,78.4,89,-45.64,1
2,3,43.0,122.0,3083.72,70.0,-49.9,65.0,51.7,1.36,68.92,10215.95,49.32,52.26,69.89,62.93,68.92,122.14,1571.34,46.59,27.89,3,1731.52,69.02,1.24,65.11,75.11,78.4,88,-47.78,1
2,3,43.0,122.0,3083.72,70.0,-50.42,65.0,52.37,1.36,68.92,10171.21,57.13,52.26,69.89,62.93,69.3,122.14,1564.85,47.04,27.32,3,2763.29,69.02,1.24,65.11,75.11,78.3,88,-49.17,1
2,3,43.0,122.0,3083.72,70.0,-45.05,65.0,53.91,1.36,68.92,10215.95,46.18,52.26,69.89,62.93,70.08,122.14,1500.65,47.04,28.4,3,2821.01,70.6,1.24,65.11,75.11,78.14,88,-46.71,1
2,3,43.0,115.0,3083.72,70.0,-45.05,65.0,54.78,1.36,68.92,10183.53,56.72,52.26,70.14,62.93,70.94,122.5,1429.96,47.04,28.06,3,2699.09,70.6,1.24,65.11,75.08,77.92,89,-44.96,1
2,3,43.0,115.0,3083.72,70.0,-45.05,55.0,54.61,1.36,68.92,10209.47,56.72,52.26,70.14,62.93,70.94,117.18,1436.45,47.04,28.0,3,1616.08,70.6,1.24,65.11,75.08,77.93,89,-45.29,1
1,0,39.0,100.0,2289.23,45.0,-45.0,120.0,55.02,1.09,-2.56,9299.61,26.95,52.52,63.19,64.05,-1.67,99.56,1512.97,44.51,24.3,3,1103.11,-13.87,0.83,119.91,78.19,18.27,83,-45.64,1
1,3,39.0,100.0,2289.23,45.0,-45.0,120.0,54.31,1.09,11.77,9318.42,24.26,59.95,64.47,65.08,19.91,99.92,1532.43,45.06,24.9,3,1193.26,-10.68,0.83,119.91,78.19,24.68,84,-44.25,1
1,0,39.0,104.0,2289.23,45.0,-45.0,120.0,54.31,1.09,11.77,9318.42,24.26,59.95,64.47,65.08,19.91,99.92,1532.43,45.06,24.9,3,1193.26,-10.68,0.83,119.91,78.19,24.68,84,-44.25,1
1,3,39.0,104.0,2289.23,65.0,-45.0,120.0,53.08,1.09,25.73,9293.13,48.0,58.93,64.47,65.08,27.08,103.45,1500.65,44.28,24.73,3,1597.28,-4.02,0.83,119.91,79.59,23.88,84,-45.29,1
1,3,39.0,104.0,2289.23,45.0,-54.04,120.0,53.08,1.09,25.73,9293.13,48.0,58.93,64.47,65.08,27.08,103.45,1500.65,44.28,24.73,3,1597.28,-4.02,0.83,119.91,79.59,23.88,84,-45.29,1
1,3,39.0,104.0,2289.23,65.0,-88.95,120.0,53.05,1.09,25.73,9305.45,56.04,58.93,64.47,65.08,28.05,103.81,1474.71,46.21,24.73,3,1667.32,2.65,0.83,119.91,75.69,24.41,83,-59.41,1
1,3,39.0,104.0,2289.23,65.0,-89.0,120.0,52.47,1.09,38.65,9286.64,48.26,58.93,64.47,65.08,40.97,104.16,1994.16,45.22,28.06,3,2596.63,58.1,0.83,119.91,61.91,43.19,62,-87.27,1
1,3,39.0,104.0,2289.23,65.0,-87.72,120.0,52.63,1.09,38.65,9286.64,48.26,58.93,64.47,65.08,40.97,104.16,2071.34,45.22,28.06,3,1545.4,58.1,0.83,119.91,61.91,43.01,62,-87.27,1
1,3,39.0,104.0,2289.23,62.0,-89.0,120.0,52.63,1.09,38.65,9286.64,48.26,58.93,64.47,65.08,40.97,104.16,2071.34,45.22,28.06,3,1545.4,58.1,0.83,119.91,61.91,43.01,62,-87.27,1
1,3,39.0,104.0,2289.23,62.0,-88.77,120.0,52.32,1.09,38.65,9299.61,57.04,58.93,64.47,65.08,41.05,104.16,2071.34,45.22,27.86,3,1590.79,58.1,0.83,119.91,61.91,42.84,62,-86.55,1
1,3,39.0,104.0,2289.23,63.0,-88.77,120.0,52.68,1.09,42.24,9293.13,51.91,58.93,64.47,65.08,42.17,104.48,2045.4,45.54,28.57,3,2192.61,58.1,0.83,119.91,57.68,41.8,61,-87.59,1
1,3,39.0,104.0,2289.23,63.0,-87.98,120.0,52.28,1.09,42.24,9286.64,55.76,58.93,64.47,65.08,42.32,103.81,2051.88,45.54,28.7,3,1507.13,58.1,0.83,120.23,57.68,40.08,62,-87.94,1
1,3,39.0,104.0,2289.23,63.0,-83.32,120.0,52.0,1.09,42.24,9273.67,56.85,58.93,64.47,65.08,42.46,104.16,1942.93,44.51,29.0,3,2295.07,58.1,0.83,119.91,58.13,39.06,62,-87.27,1
1,3,39.0,104.0,2289.23,63.0,-75.12,120.0,51.64,1.09,42.24,9311.93,48.04,58.93,64.47,65.08,43.28,104.16,1962.39,44.51,28.27,3,2321.01,65.64,0.83,119.91,58.13,39.73,64,-83.74,1
1,3,39.0,104.0,2289.23,63.0,-76.41,120.0,51.63,1.09,42.24,9311.93,48.04,58.93,64.47,65.08,43.28,104.16,1962.39,44.51,28.27,3,2321.01,65.64,0.83,119.91,58.13,39.73,64,-83.74,1
1,3,39.0,104.0,2289.23,66.0,-75.12,120.0,51.63,1.09,42.24,9311.93,48.04,58.93,64.47,65.08,43.28,104.16,1962.39,44.51,28.27,3,2321.01,65.64,0.83,119.91,58.13,39.73,64,-83.74,1
1,3,39.0,104.0,2289.23,66.0,-79.0,120.0,51.32,1.09,43.65,9293.13,47.84,56.11,64.47,65.08,43.8,103.81,1929.96,45.92,28.13,3,1616.08,65.14,0.83,119.91,61.59,39.06,65,-83.38,1
1,3,39.0,104.0,2289.23,66.0,-86.18,120.0,50.62,1.09,43.65,9299.61,56.97,56.11,64.47,65.08,44.18,103.45,2025.94,45.73,28.53,3,2789.23,63.9,0.83,119.91,61.59,41.87,66,-83.38,1
1,3,39.0,104.0,2289.23,66.0,-88.99,120.0,50.47,1.09,43.65,9318.42,56.91,56.11,64.47,65.08,44.25,103.45,2096.63,45.73,28.53,3,2789.23,63.9,0.83,119.91,60.3,44.76,66,-85.13,1
1,3,39.0,104.0,2289.23,66.0,-88.2,120.0,49.37,1.09,45.23,9286.64,48.06,55.73,64.47,65.08,45.23,104.16,2071.34,46.24,29.61,3,2852.79,65.93,0.83,119.91,57.39,45.38,63,-87.27,1
1,3,39.0,104.0,2289.23,66.0,-85.9,120.0,48.69,1.09,45.23,9299.61,57.01,55.73,64.47,65.08,44.78,103.81,2179.64,46.24,29.0,3,2929.96,66.8,0.83,119.91,57.39,48.62,64,-86.55,1
1,3,39.0,104.0,2289.23,66.0,-86.94,120.0,48.19,1.09,45.23,9311.93,48.77,55.73,64.09,65.08,44.63,104.16,2192.61,48.04,29.61,3,1904.67,65.35,0.83,120.23,57.39,51.12,64,-86.91,1
1,3,39.0,104.0,2289.23,66.0,-88.75,120.0,47.9,1.09,44.92,9299.61,55.63,55.73,64.09,65.08,44.92,104.16,2186.12,47.52,29.58,3,1846.95,65.06,0.83,119.91,56.91,50.99,63,-86.91,1
1,3,39.0,104.0,2289.23,66.0,-88.75,120.0,47.61,1.09,44.92,9299.61,57.23,55.73,64.09,64.95,45.0,103.81,2186.12,47.43,29.88,3,1878.73,66.22,0.83,119.91,56.91,48.81,63,-87.94,1
1,3,39.0,104.0,2289.23,66.0,-87.75,120.0,47.32,1.09,44.92,9318.42,45.86,55.73,64.09,64.95,44.25,103.81,2192.61,47.3,30.08,3,2789.23,66.22,0.83,119.91,56.91,52.02,63,-87.59,1
1,3,39.0,104.0,2289.23,66.0,-88.76,120.0,46.4,1.26,44.92,9331.39,57.39,55.73,64.09,64.95,43.96,103.81,2186.12,47.17,29.51,3,1846.95,66.22,0.83,119.91,56.91,52.16,62,-87.59,1
1,3,39.0,104.0,2289.23,66.0,-88.76,125.0,44.14,1.26,42.54,9299.61,57.13,54.7,64.09,64.95,42.17,103.45,2199.09,47.36,28.87,3,2538.91,64.19,0.83,119.91,56.91,55.67,61,-89.37,1
1,3,39.0,110.0,2289.23,66.0,-88.76,125.0,35.69,1.26,41.57,9305.45,47.1,54.73,64.12,65.01,41.42,103.81,2212.06,47.97,28.33,3,2321.01,58.68,0.83,125.03,53.61,52.54,60,-89.37,1
1,3,39.0,110.0,2289.23,66.0,-88.46,125.0,29.03,1.26,40.97,9267.19,58.19,55.73,64.12,65.01,41.49,110.12,1878.73,44.67,30.32,3,2141.37,65.64,1.19,125.03,53.61,63.35,63,-88.66,1
1,3,39.0,110.0,2289.23,66.0,-87.45,125.0,27.06,1.26,40.97,9299.61,47.97,55.73,64.12,65.01,42.09,110.12,1904.67,44.67,30.05,3,1507.13,66.51,1.19,125.03,53.19,63.48,63,-88.3,1
1,3,39.0,110.0,2289.23,66.0,-89.0,125.0,19.47,1.26,42.91,9299.61,48.51,55.73,64.12,65.01,43.06,110.48,1859.92,44.41,30.15,3,2237.35,65.64,1.19,125.36,53.45,68.69,63,-88.66,1
1,3,39.0,110.0,2289.23,66.0,-45.0,125.0,18.79,1.26,42.91,9318.42,49.93,55.73,64.12,65.01,43.36,110.12,1846.95,44.67,30.86,3,2064.85,65.64,1.19,125.03,53.45,68.58,62,-88.66,1
1,3,39.0,110.0,2289.23,66.0,-45.0,125.0,46.67,1.26,45.07,9267.19,79.82,48.9,55.02,47.17,45.3,109.09,1193.26,40.92,24.09,3,3006.49,-14.81,1.19,125.03,79.92,12.49,84,-44.25,1
1,3,39.0,104.0,2289.23,66.0,-45.0,125.0,48.63,1.26,45.07,9305.45,79.66,48.9,55.02,47.46,45.75,109.8,1218.55,40.51,24.09,3,2571.34,-14.81,1.19,125.03,79.92,11.98,84,-44.96,1
1,3,39.0,104.0,2289.23,66.0,-45.0,125.0,49.18,1.26,45.07,9286.64,57.26,49.93,54.06,54.64,46.42,104.16,1525.94,43.42,25.04,3,1071.34,-11.05,1.19,125.03,79.92,27.19,84,-44.96,1
1,3,39.0,104.0,2289.23,66.0,-45.0,120.0,49.18,1.26,45.07,9286.64,57.26,49.93,54.06,54.64,46.42,104.16,1525.94,43.42,25.04,3,1071.34,-11.05,1.19,125.03,79.92,27.19,84,-44.96,1
1,3,39.0,104.0,2289.23,65.0,-45.0,125.0,49.18,1.26,45.07,9286.64,57.26,49.93,54.06,54.64,46.42,104.16,1525.94,43.42,25.04,3,1071.34,-11.05,1.19,125.03,79.92,27.19,84,-44.96,1
1,3,39.0,104.0,2289.23,65.0,-89.0,120.0,49.51,1.26,45.07,9267.19,48.19,49.93,54.06,57.1,46.57,103.81,1629.05,42.43,25.41,3,2295.07,-11.05,1.19,118.94,79.31,28.95,83,-59.77,1
1,3,39.0,104.0,2289.23,65.0,-89.0,125.0,48.21,1.26,43.59,9299.61,45.89,58.89,62.68,63.38,43.96,104.48,2179.64,47.65,30.25,3,1833.98,62.39,1.19,119.91,61.46,52.01,64,-86.55,1
1,3,39.0,104.0,2289.23,66.0,-89.0,125.0,48.23,1.26,43.59,9286.64,50.34,58.89,62.68,63.38,43.88,104.16,2045.4,47.23,30.19,3,2635.54,62.39,1.19,125.68,61.46,51.75,64,-86.91,1
1,3,39.0,104.0,2289.23,66.0,-88.45,125.0,48.0,1.26,43.59,9305.45,55.18,58.89,63.44,63.38,43.59,104.16,1987.68,45.28,31.83,3,2731.52,64.92,1.19,125.03,59.09,55.38,64,-87.27,1
1,3,39.0,104.0,2289.23,66.0,-81.93,125.0,47.15,1.26,43.06,9293.13,57.17,57.36,63.44,63.38,42.91,104.16,2032.43,46.27,30.39,3,2833.98,67.31,1.19,125.03,59.09,64.64,65,-85.13,1
1,3,39.0,104.0,2289.23,66.0,-82.42,125.0,47.12,1.26,43.06,9331.39,48.97,57.36,63.44,63.38,43.28,104.16,2007.13,46.37,29.92,3,2282.1,67.31,1.19,125.03,60.4,66.06,65,-85.13,1
1,3,39.0,104.0,2289.23,66.0,-88.77,125.0,46.65,1.26,42.46,9318.42,56.97,56.08,63.44,63.38,42.24,103.09,2000.65,45.66,30.08,3,1622.57,64.99,1.19,124.71,60.4,76.8,65,-86.2,1
1,3,39.0,104.0,2289.23,66.0,-88.01,125.0,45.73,1.26,42.46,9324.9,51.85,56.08,63.44,64.31,42.32,104.48,2007.13,45.57,29.85,3,2718.55,64.99,1.19,125.03,57.26,84.5,64,-87.59,1
1,3,39.0,104.0,2289.23,66.0,-87.25,125.0,45.57,1.26,41.49,9273.67,48.13,56.08,63.44,64.31,41.27,104.48,1987.68,45.41,29.75,3,1590.79,66.15,1.19,124.71,57.26,85.13,64,-87.27,1
1,3,39.0,104.0,2289.23,66.0,-88.77,125.0,44.86,1.26,41.49,9299.61,48.58,56.08,63.44,64.31,41.57,103.81,1911.15,44.83,30.08,3,1500.65,66.15,1.19,125.36,57.26,85.16,63,-87.59,1
1,3,39.0,104.0,2289.23,66.0,-87.74,125.0,44.87,1.26,41.49,9273.67,57.29,56.08,63.44,64.31,41.79,103.09,1911.15,44.7,30.15,3,2660.83,65.86,1.19,125.03,56.24,85.04,63,-87.59,1
1,3,39.0,104.0,2289.23,66.0,-86.7,125.0,44.58,1.26,41.49,9280.16,47.94,54.73,63.44,64.31,41.49,104.48,1917.64,45.02,29.44,3,1545.4,65.86,1.19,125.03,56.24,85.07,63,-87.94,1
1,3,39.0,104.0,2289.23,66.0,-88.24,125.0,42.45,1.26,42.09,9318.42,47.75,54.73,63.44,64.31,42.54,103.81,1891.7,44.57,30.39,3,1474.71,66.22,1.19,125.03,56.24,84.89,64,-87.27,1
1,3,39.0,104.0,2289.23,66.0,-87.23,125.0,38.7,1.26,42.09,9311.93,56.27,54.73,63.44,64.31,42.32,103.81,1878.73,44.35,30.05,3,1455.9,65.86,1.19,125.03,56.24,84.86,64,-87.94,1
1,3,39.0,104.0,2289.23,66.0,-82.88,125.0,34.22,1.26,42.09,9280.16,46.27,54.73,63.44,64.31,42.91,103.81,1859.92,44.51,29.68,3,2635.54,66.44,1.19,125.03,56.21,84.76,65,-86.2,1
1,3,39.0,104.0,2289.23,66.0,-83.65,125.0,31.36,1.26,42.09,9286.64,49.16,54.73,63.44,64.31,42.69,104.16,1821.01,44.54,29.14,3,1474.71,66.44,1.19,125.36,58.03,84.7,66,-84.77,1
1,3,39.0,104.0,2289.23,66.0,-86.25,125.0,27.4,1.26,42.09,9305.45,58.06,54.73,63.44,64.31,42.76,103.81,1808.69,44.25,29.07,3,2500.65,65.28,1.19,125.36,58.03,84.78,66,-85.84,1
1,3,39.0,104.0,2289.23,66.0,-85.5,125.0,22.42,1.26,42.09,9293.13,45.79,54.73,63.44,64.31,43.28,103.81,1795.72,44.28,29.0,3,1461.74,65.28,1.19,125.03,57.01,84.53,66,-85.84,1
1,3,39.0,104.0,2289.23,66.0,-85.24,125.0,17.51,1.26,42.09,9267.19,54.73,54.73,62.39,63.06,43.51,104.16,1776.26,44.35,29.04,3,1436.45,66.22,1.19,124.38,57.01,84.61,66,-85.48,1
1,3,39.0,104.0,2289.23,66.0,-87.54,125.0,7.79,1.26,43.59,9299.61,45.06,54.73,62.39,63.06,43.51,105.2,1769.78,44.45,28.8,3,2846.3,66.22,1.19,124.71,56.24,84.53,66,-86.2,1
1,3,39.0,104.0,2289.23,66.0,-45.0,125.0,7.79,1.26,43.59,9293.13,45.06,54.73,62.39,63.06,43.51,105.2,1789.23,44.45,28.8,3,2910.51,66.22,1.19,124.71,56.24,84.53,66,-86.2,1
0,3,39.0,104.0,2289.23,66.0,-45.0,125.0,24.64,1.26,44.11,9318.42,72.96,48.23,55.31,46.34,43.51,103.45,71.98,41.53,24.57,3,975.36,41.57,1.19,125.03,79.34,16.72,84,-46.0,1
0,3,39.0,103.85,2289.23,66.0,-45.0,125.0,29.85,1.26,44.11,9286.64,58.35,49.35,53.99,47.65,41.94,104.48,1545.4,44.77,25.0,3,1212.06,7.72,1.19,125.03,79.34,29.86,84,-44.96,1
0,3,39.0,103.64,2289.23,66.0,-45.0,125.0,29.65,1.26,44.11,9311.93,47.49,49.35,53.99,51.37,41.86,104.48,1571.34,44.77,25.0,3,3186.12,7.72,1.19,125.03,79.34,31.82,84,-45.64,1
0,3,39.0,103.64,2289.23,66.0,-45.0,120.0,29.72,1.26,44.11,9267.19,58.16,49.35,53.99,52.2,41.72,103.81,1738.0,45.38,25.17,3,1340.47,1.56,1.19,125.03,79.34,35.36,84,-45.29,1
0,3,39.0,103.64,2289.23,66.0,-45.2,125.0,29.72,1.26,44.11,9267.19,58.16,49.35,53.99,52.2,41.72,103.81,1738.0,45.38,25.17,3,1340.47,1.56,1.19,125.03,79.34,35.36,84,-45.29,1
0,3,39.0,103.64,2289.23,65.0,-45.0,125.0,29.72,1.26,44.11,9267.19,58.16,49.35,53.99,52.2,41.72,103.81,1738.0,45.38,25.17,3,1340.47,1.56,1.19,125.03,79.34,35.36,84,-45.29,1
0,3,39.0,102.81,2289.23,65.0,-45.2,120.0,29.54,1.26,44.11,9254.21,58.16,50.92,53.99,56.81,41.72,103.45,1718.55,45.38,25.64,3,1365.76,1.56,1.19,122.47,79.34,35.85,84,-45.29,1
0,3,39.0,102.81,2289.23,65.0,-82.0,120.0,29.45,1.26,44.11,9305.45,47.65,50.92,55.28,56.81,41.72,101.67,1821.01,46.01,25.34,3,1289.23,6.85,1.19,118.94,79.31,37.78,84,-57.27,1
0,3,39.0,102.81,2289.23,65.0,-88.97,120.0,29.57,1.26,44.11,9280.16,47.65,50.92,55.28,56.81,41.72,101.67,1833.98,46.18,25.34,3,3141.37,6.85,1.19,118.94,79.31,38.3,83,-57.27,1
0,3,39.0,101.67,2289.23,65.0,-88.97,120.0,29.48,1.26,44.11,9293.13,47.65,50.92,55.28,57.61,41.72,101.67,1827.5,43.1,25.34,3,3115.43,6.85,1.19,118.94,79.31,38.43,83,-62.58,1
0,3,39.0,102.07,2289.23,65.0,-88.97,120.0,29.71,1.26,44.11,9241.89,58.06,50.92,55.28,57.61,41.64,102.38,1859.92,43.16,25.34,3,3173.15,6.85,1.19,119.26,72.07,39.52,83,-63.3,1
0,3,39.0,101.25,2289.23,65.0,-88.97,120.0,29.85,1.26,44.11,9254.21,49.12,50.92,55.28,60.14,41.57,101.67,1911.15,44.9,25.91,3,3314.53,11.99,1.19,119.91,72.07,41.5,81,-66.83,1
0,3,39.0,105.0,2289.23,65.0,-88.97,120.0,29.89,1.26,44.11,9280.16,49.12,50.92,55.28,60.14,41.57,101.67,1917.64,45.5,25.91,3,1353.44,11.99,1.19,119.91,72.07,42.25,81,-67.86,1
